,Title,Year,Rating,Vote,Metascore,Budget,Certificate,Runtime,Genre,Overview,Artist,Director
1072,Lilo & Stitch,(2002),7.3,"200,316",73        ,$145.79M,PG,85 min,"Animation, Adventure, Comedy","
A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.","['Daveigh Chase', 'Chris Sanders', 'Tia Carrere', 'David Ogden Stiers']",Chris Sanders; Dean DeBlois
1073,Jungle Cruise,(2021),6.6,"200,294",50        ,$116.99M,PG-13,127 min,"Action, Adventure, Comedy","
Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.","['Dwayne Johnson', 'Emily Blunt', 'Edgar Ramírez', 'Jack Whitehall']",Jaume Collet-Serra
1074,Saw III,(2006),6.2,"199,906",48        ,$80.24M,R,108 min,"Horror, Mystery, Thriller","
Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.","['Tobin Bell', 'Shawnee Smith', 'Angus Macfadyen', 'Bahar Soomekh']",Darren Lynn Bousman
1075,Atomic Blonde,(2017),6.7,"199,739",63        ,$51.69M,R,115 min,"Action, Thriller","
An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.","['Charlize Theron', 'James McAvoy', 'John Goodman', 'Eddie Marsan']",David Leitch
1076,Chicken Run,(2000),7.1,"199,542",88        ,$106.83M,G,84 min,"Animation, Adventure, Comedy","
When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.","['Mel Gibson', 'Julia Sawalha', 'Phil Daniels', 'Lynn Ferguson']",Nick Park; Peter Lord
1077,Tomorrow Never Dies,(1997),6.5,"199,452",52        ,$125.33M,PG-13,119 min,"Action, Adventure, Thriller","
James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.","['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh', 'Teri Hatcher']",Roger Spottiswoode
1078,The Vow,(2012),6.8,"199,125",43        ,$125.01M,PG-13,104 min,"Drama, Romance","
A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.","['Rachel McAdams', 'Channing Tatum', 'Sam Neill', 'Jessica Lange']",Michael Sucsy
1079,Like Stars on Earth,(2007),8.3,"198,292",43        ,$1.22M,PG,165 min,"Drama, Family","
An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.","['Darsheel Safary', 'Aamir Khan', 'Tanay Chheda', 'Sachet Engineer']",Amole Gupte; Aamir Khan
1080,Taken 3,(2014),6.0,"198,183",26        ,$89.26M,PG-13,108 min,"Action, Crime, Thriller","
Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.","['Liam Neeson', 'Forest Whitaker', 'Maggie Grace', 'Famke Janssen']",Olivier Megaton
1081,"Girl, Interrupted",(1999),7.3,"198,064",51        ,$28.87M,R,127 min,"Biography, Drama","
Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.","['Winona Ryder', 'Angelina Jolie', 'Clea DuVall', 'Brittany Murphy']",James Mangold
1082,Scream 2,(1997),6.3,"197,829",63        ,$101.36M,R,120 min,"Horror, Mystery","
Two years after the first series of murders, as Sidney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.","['Neve Campbell', 'Courteney Cox', 'David Arquette', 'Jada Pinkett Smith']",Wes Craven
1083,Spaceballs,(1987),7.1,"197,805",46        ,$38.12M,PG,96 min,"Adventure, Comedy, Sci-Fi","
A star-pilot for hire and his trusty sidekick must come to the rescue of a princess and save Planet Druidia from the clutches of the evil Spaceballs.","['Mel Brooks', 'John Candy', 'Rick Moranis', 'Bill Pullman']",Mel Brooks
1084,Dangal,(2016),8.3,"197,707",46        ,$12.39M,Not Rated,161 min,"Action, Biography, Drama","
Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.","['Aamir Khan', 'Sakshi Tanwar', 'Fatima Sana Shaikh', 'Sanya Malhotra']",Nitesh Tiwari
1085,Cruel Intentions,(1999),6.8,"197,688",56        ,$38.33M,R,97 min,"Drama, Romance","
Two vicious step-siblings of an elite Manhattan prep school make a wager: to deflower the new headmaster's daughter before the start of term.","['Sarah Michelle Gellar', 'Ryan Phillippe', 'Reese Witherspoon', 'Selma Blair']",Roger Kumble
1086,Godzilla,(1998),5.4,"197,673",32        ,$136.31M,PG-13,139 min,"Action, Sci-Fi, Thriller","
French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.","['Matthew Broderick', 'Jean Reno', 'Maria Pitillo', 'Hank Azaria']",Roland Emmerich
1087,Stargate,(1994),7.0,"197,384",42        ,$71.57M,PG-13,116 min,"Action, Adventure, Sci-Fi","
An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.","['Kurt Russell', 'James Spader', 'Jaye Davidson', 'Viveca Lindfors']",Roland Emmerich
1088,Adaptation.,(2002),7.7,"197,329",83        ,$22.25M,R,115 min,"Comedy, Drama","
A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.","['Nicolas Cage', 'Meryl Streep', 'Chris Cooper', 'Tilda Swinton']",Spike Jonze
1089,Falling Down,(1993),7.6,"197,229",56        ,$40.90M,R,113 min,"Action, Crime, Drama","
An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.","['Michael Douglas', 'Robert Duvall', 'Barbara Hershey', 'Rachel Ticotin']",Joel Schumacher
1090,Jarhead,(2005),7.0,"197,092",58        ,$62.66M,R,125 min,"Biography, Drama, War","
A psychological study of Marine's state of mind during the Gulf War. Told through the eyes of a U.S. Marine sniper who struggles to cope with boredom, a sense of isolation, and other issues back home.","['Jake Gyllenhaal', 'Jamie Foxx', 'Lucas Black', 'Scott MacDonald']",Sam Mendes
1091,The Mummy,(2017),5.4,"196,633",34        ,$80.10M,PG-13,110 min,"Action, Adventure, Fantasy","
An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.","['Tom Cruise', 'Sofia Boutella', 'Annabelle Wallis', 'Russell Crowe']",Alex Kurtzman
1092,Memories of Murder,(2003),8.1,"196,476",82        ,$0.01M,Not Rated,132 min,"Crime, Drama, Mystery","
In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","['Song Kang-ho', 'Kim Sang-kyung', 'Roe-ha Kim', 'Jae-ho Song']",Bong Joon Ho
1093,The Judge,(2014),7.4,"196,408",48        ,$47.12M,R,141 min,"Crime, Drama","
Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth; along the way he reconnects with his estranged family.","['Robert Downey Jr.', 'Robert Duvall', 'Vera Farmiga', 'Billy Bob Thornton']",David Dobkin
1094,The Birds,(1963),7.6,"196,381",90        ,$11.40M,PG-13,119 min,"Drama, Horror, Mystery","
A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.","['Rod Taylor', 'Tippi Hedren', 'Jessica Tandy', 'Suzanne Pleshette']",Alfred Hitchcock
1095,Sideways,(2004),7.5,"196,280",94        ,$71.50M,R,127 min,"Comedy, Drama, Romance","
Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.","['Paul Giamatti', 'Thomas Haden Church', 'Virginia Madsen', 'Sandra Oh']",Alexander Payne
1096,Chocolat,(2000),7.3,"196,257",64        ,$71.51M,PG-13,121 min,"Drama, Romance","
A French woman and her young daughter open up a chocolate shop in a small remote village that shakes up the rigid morality of the community.","['Juliette Binoche', 'Johnny Depp', 'Judi Dench', 'Alfred Molina']",Lasse Hallström
1097,Goldfinger,(1964),7.7,"195,913",87        ,$51.08M,PG,110 min,"Action, Adventure, Thriller","
While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","['Sean Connery', 'Gert Fröbe', 'Honor Blackman', 'Shirley Eaton']",Guy Hamilton
1098,Bright,(2017),6.3,"195,225",29        ,-,TV-MA,117 min,"Action, Fantasy, Thriller","
A detective must work with an Orc to find a powerful wand before evil creatures do.","['Will Smith', 'Joel Edgerton', 'Noomi Rapace', 'Edgar Ramírez']",David Ayer
1099,Carrie,(1976),7.4,"195,083",86        ,$33.80M,R,98 min,"Horror, Mystery","
Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.","['Sissy Spacek', 'Piper Laurie', 'Amy Irving', 'John Travolta']",Brian De Palma
1100,X-Men: Dark Phoenix,(2019),5.7,"194,859",43        ,$65.85M,PG-13,113 min,"Action, Adventure, Sci-Fi","
Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.","['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult']",Simon Kinberg
1101,Pocahontas,(1995),6.7,"194,605",58        ,$141.60M,G,81 min,"Animation, Adventure, Drama","
An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.","['Mel Gibson', 'Linda Hunt', 'Christian Bale', 'Joe Baker']",Eric Goldberg; Mike Gabriel
1102,Percy Jackson & the Olympians: The Lightning Thief,(2010),5.9,"194,116",47        ,$88.76M,PG,118 min,"Adventure, Family, Fantasy","
A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.","['Logan Lerman', 'Kevin McKidd', 'Steve Coogan', 'Brandon T. Jackson']",Chris Columbus
1103,Akira,(1988),8.0,"194,075",67        ,$0.55M,R,124 min,"Animation, Action, Drama","
A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.","['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama', 'Tesshô Genda']",Katsuhiro Ôtomo
1104,First Man,(2018),7.3,"194,036",84        ,$44.94M,PG-13,141 min,"Biography, Drama, History","
A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.","['Ryan Gosling', 'Claire Foy', 'Jason Clarke', 'Kyle Chandler']",Damien Chazelle
1105,American Made,(2017),7.1,"193,897",65        ,$51.34M,R,115 min,"Action, Comedy, Crime","
The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.","['Tom Cruise', 'Domhnall Gleeson', 'Sarah Wright', 'Jesse Plemons']",Doug Liman
1106,Baywatch,(2017),5.5,"193,884",37        ,$58.06M,R,116 min,"Action, Comedy, Crime","
Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.","['Dwayne Johnson', 'Zac Efron', 'Alexandra Daddario', 'Priyanka Chopra Jonas']",Seth Gordon
1107,The Karate Kid,(2010),6.2,"193,852",61        ,$176.59M,PG,140 min,"Action, Drama, Family","
Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.","['Jackie Chan', 'Jaden Smith', 'Taraji P. Henson', 'Wenwen Han']",Harald Zwart
1108,A Knight's Tale,(2001),6.9,"193,792",56        ,$56.57M,PG-13,132 min,"Action, Adventure, Romance","
After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.","['Heath Ledger', 'Mark Addy', 'Rufus Sewell', 'Shannyn Sossamon']",Brian Helgeland
1109,A Million Ways to Die in the West,(2014),6.1,"193,707",44        ,$43.14M,R,116 min,"Comedy, Western","
As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival.","['Seth MacFarlane', 'Charlize Theron', 'Liam Neeson', 'Amanda Seyfried']",Seth MacFarlane
1110,Side Effects,(2013),7.1,"193,655",75        ,$32.17M,R,106 min,"Crime, Drama, Mystery","
A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects.","['Rooney Mara', 'Channing Tatum', 'Jude Law', 'Catherine Zeta-Jones']",Steven Soderbergh
1111,Upgrade,(2018),7.5,"193,421",67        ,$11.98M,R,100 min,"Action, Sci-Fi, Thriller","
Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.","['Logan Marshall-Green', 'Melanie Vallejo', 'Steve Danielsen', 'Abby Craden']",Leigh Whannell
1112,PK,(2014),8.1,"193,362",67        ,$10.62M,Not Rated,153 min,"Comedy, Drama, Sci-Fi","
An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of there religious views on there people.","['Aamir Khan', 'Anushka Sharma', 'Sanjay Dutt', 'Boman Irani']",Rajkumar Hirani
1113,The Thin Red Line,(1998),7.6,"193,105",78        ,$36.40M,R,170 min,"Drama, History, War","
Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.","['Jim Caviezel', 'Sean Penn', 'Nick Nolte', 'Kirk Acevedo']",Terrence Malick
1114,Happy Feet,(2006),6.4,"192,945",77        ,$198.00M,PG,108 min,"Animation, Adventure, Comedy","
Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!","['Judy Morris', 'Elijah Wood', 'Brittany Murphy', 'Hugh Jackman', 'Robin Williams']",Warren Coleman; George Miller
1115,Ghostbusters: Afterlife,(2021),7.1,"192,942",45        ,$129.36M,PG-13,124 min,"Adventure, Comedy, Fantasy","
When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.","['Carrie Coon', 'Paul Rudd', 'Finn Wolfhard', 'Mckenna Grace']",Jason Reitman
1116,The Girl on the Train,(2016),6.5,"192,861",48        ,$75.40M,R,112 min,"Crime, Drama, Mystery","
A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.","['Emily Blunt', 'Haley Bennett', 'Rebecca Ferguson', 'Justin Theroux']",Tate Taylor
1117,Red Sparrow,(2018),6.6,"192,825",53        ,$46.87M,R,140 min,"Action, Drama, Thriller","
Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations.","['Jennifer Lawrence', 'Joel Edgerton', 'Matthias Schoenaerts', 'Charlotte Rampling']",Francis Lawrence
1118,The Man from Earth,(2007),7.9,"192,818",53        ,-,Not Rated,87 min,"Drama, Fantasy, Mystery","
An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.","['David Lee Smith', 'Tony Todd', 'John Billingsley', 'Ellen Crawford']",Richard Schenkman
1119,The Golden Compass,(2007),6.1,"192,681",51        ,$70.11M,PG-13,113 min,"Adventure, Family, Fantasy","
In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.","['Nicole Kidman', 'Daniel Craig', 'Dakota Blue Richards', 'Ben Walker']",Chris Weitz
1120,The Danish Girl,(2015),7.1,"192,622",66        ,$11.11M,R,119 min,"Biography, Crime, Drama","
A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.","['Eddie Redmayne', 'Alicia Vikander', 'Amber Heard', 'Ben Whishaw']",Tom Hooper
1121,Cinderella Man,(2005),8.0,"192,548",69        ,$61.65M,PG-13,144 min,"Biography, Drama, Romance","
The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.","['Russell Crowe', 'Renée Zellweger', 'Craig Bierko', 'Paul Giamatti']",Ron Howard
1122,Wrath of the Titans,(2012),5.7,"192,320",37        ,$83.67M,PG-13,99 min,"Action, Adventure, Fantasy","
Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.","['Sam Worthington', 'Liam Neeson', 'Rosamund Pike', 'Ralph Fiennes']",Jonathan Liebesman
1123,Beverly Hills Cop,(1984),7.3,"192,088",66        ,$234.76M,R,105 min,"Action, Comedy, Crime","
A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.","['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Lisa Eilbacher']",Martin Brest
1124,Point Break,(1991),7.2,"191,899",59        ,$43.22M,R,122 min,"Action, Crime, Thriller","
An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.","['Patrick Swayze', 'Keanu Reeves', 'Gary Busey', 'Lori Petty']",Kathryn Bigelow
1125,Swordfish,(2001),6.5,"191,887",32        ,$69.77M,R,99 min,"Action, Crime, Thriller","
A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.","['John Travolta', 'Hugh Jackman', 'Halle Berry', 'Don Cheadle']",Dominic Sena
1126,Jupiter Ascending,(2015),5.3,"191,499",40        ,$47.39M,PG-13,127 min,"Action, Adventure, Sci-Fi","
A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.","['Channing Tatum', 'Mila Kunis', 'Eddie Redmayne', 'Sean Bean']",Lilly Wachowski; Lana Wachowski
1127,The Fly,(1986),7.6,"191,473",79        ,$40.46M,R,96 min,"Drama, Horror, Sci-Fi","
A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.","['Jeff Goldblum', 'Geena Davis', 'John Getz', 'Joy Boushel']",David Cronenberg
1128,Talladega Nights: The Ballad of Ricky Bobby,(2006),6.6,"191,467",66        ,$148.21M,PG-13,108 min,"Comedy, Sport","
Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.","['Will Ferrell', 'John C. Reilly', 'Sacha Baron Cohen', 'Gary Cole']",Adam McKay
1129,Charlie's Angels,(2000),5.6,"191,448",52        ,$125.31M,PG-13,98 min,"Action, Adventure, Comedy","
Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.","['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu', 'Bill Murray']",McG
1130,Desperado,(1995),7.1,"191,397",55        ,$25.63M,R,104 min,"Action, Crime, Thriller","
Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.","['Antonio Banderas', 'Salma Hayek', 'Joaquim de Almeida', 'Cheech Marin']",Robert Rodriguez
1131,Dazed and Confused,(1993),7.6,"191,188",80        ,$7.99M,R,103 min,Comedy,"
The adventures of high school and junior high students on the last day of school in May 1976.","['Jason London', 'Wiley Wiggins', 'Matthew McConaughey', 'Rory Cochrane']",Richard Linklater
1132,Legend,(2015),6.9,"191,177",55        ,$1.87M,R,132 min,"Biography, Crime, Drama","
Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.","['Tom Hardy', 'Emily Browning', 'Taron Egerton', 'Paul Anderson']",Brian Helgeland
1133,The Mask of Zorro,(1998),6.8,"191,105",63        ,$94.10M,PG-13,136 min,"Action, Adventure, Comedy","
A young thief seeking revenge for his brother's death is trained by the once-great, aging Zorro, who is pursuing his own vengeance.","['Antonio Banderas', 'Anthony Hopkins', 'Catherine Zeta-Jones', 'José María de Tavira']",Martin Campbell
1134,Godzilla: King of the Monsters,(2019),6.0,"191,081",48        ,$110.50M,PG-13,132 min,"Action, Adventure, Fantasy","
The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.","['Kyle Chandler', 'Vera Farmiga', 'Millie Bobby Brown', 'Ken Watanabe']",Michael Dougherty
1135,Wrath of Man,(2021),7.1,"191,062",57        ,$27.47M,R,119 min,"Action, Crime, Thriller","
A cold and mysterious character working at a cash truck company responsible for moving a lot of money around Los Angeles each week.","['Jason Statham', 'Holt McCallany', 'Josh Hartnett', 'Rocci Boy Williams']",Guy Ritchie
1136,Eagle Eye,(2008),6.6,"191,062",43        ,$101.11M,PG-13,118 min,"Action, Mystery, Thriller","
Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move.","['Shia LaBeouf', 'Michelle Monaghan', 'Rosario Dawson', 'Michael Chiklis']",D.J. Caruso
1137,Rushmore,(1998),7.6,"190,959",86        ,$17.11M,R,93 min,"Comedy, Drama, Romance","
A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta.","['Jason Schwartzman', 'Bill Murray', 'Olivia Williams', 'Seymour Cassel']",Wes Anderson
1138,The Last King of Scotland,(2006),7.6,"190,903",74        ,$17.61M,R,123 min,"Biography, Drama, History","
Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.","['James McAvoy', 'Forest Whitaker', 'Gillian Anderson', 'Kerry Washington']",Kevin Macdonald
1139,Shark Tale,(2004),6.0,"190,774",48        ,$160.86M,PG,90 min,"Animation, Adventure, Comedy","
When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.","['Rob Letterman', 'Will Smith', 'Robert De Niro', 'Renée Zellweger', 'Angelina Jolie']",Vicky Jenson; Bibo Bergeron
1140,The Age of Adaline,(2015),7.2,"190,757",51        ,$42.48M,PG-13,112 min,"Drama, Fantasy, Romance","
A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.","['Blake Lively', 'Michiel Huisman', 'Harrison Ford', 'Kathy Baker']",Lee Toland Krieger
1141,The Crow,(1994),7.5,"190,604",71        ,$50.69M,R,102 min,"Action, Crime, Drama","
A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.","['Brandon Lee', 'Michael Wincott', 'Rochelle Davis', 'Ernie Hudson']",Alex Proyas
1142,This Means War,(2012),6.3,"190,548",31        ,$54.76M,PG-13,103 min,"Action, Comedy, Romance","
C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman.","['Reese Witherspoon', 'Chris Pine', 'Tom Hardy', 'Til Schweiger']",McG
1143,What We Do in the Shadows,(2014),7.6,"190,454",76        ,$3.33M,R,86 min,"Comedy, Horror","
Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.","['Jemaine Clement', 'Taika Waititi', 'Cori Gonzalez-Macuer', 'Jonny Brugh']",Taika Waititi; Jemaine Clement
1144,The Jungle Book,(1967),7.6,"190,399",65        ,$141.84M,G,78 min,"Animation, Adventure, Comedy","
Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.","['Phil Harris', 'Sebastian Cabot', 'Louis Prima', 'Bruce Reitherman']",Wolfgang Reitherman
1145,The Seventh Seal,(1957),8.1,"190,162",88        ,-,Not Rated,96 min,"Drama, Fantasy","
A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.","['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe']",Ingmar Bergman
1146,Zombieland: Double Tap,(2019),6.7,"189,383",55        ,$73.12M,R,99 min,"Action, Comedy, Horror","
Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.","['Woody Harrelson', 'Jesse Eisenberg', 'Emma Stone', 'Abigail Breslin']",Ruben Fleischer
1147,The Change-Up,(2011),6.3,"189,224",39        ,$37.24M,R,112 min,"Comedy, Fantasy","
Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.","['Jason Bateman', 'Ryan Reynolds', 'Olivia Wilde', 'Leslie Mann']",David Dobkin
1148,Madagascar 3: Europe's Most Wanted,(2012),6.8,"189,170",60        ,$216.39M,PG,93 min,"Animation, Adventure, Comedy","
The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal-control officer.","['Conrad Vernon', 'Ben Stiller', 'Jada Pinkett Smith', 'Chris Rock', 'David Schwimmer']",Tom McGrath; Eric Darnell
1149,Valerian and the City of a Thousand Planets,(2017),6.4,"189,033",51        ,$41.19M,PG-13,136 min,"Action, Adventure, Fantasy","
A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.","['Dane DeHaan', 'Cara Delevingne', 'Clive Owen', 'Rihanna']",Luc Besson
1150,Promising Young Woman,(2020),7.5,"188,638",73        ,-,R,113 min,"Crime, Drama, Mystery","
A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.","['Carey Mulligan', 'Bo Burnham', 'Alison Brie', 'Clancy Brown']",Emerald Fennell
1151,Ronin,(1998),7.2,"188,610",67        ,$41.62M,R,122 min,"Action, Crime, Thriller","
A freelancing former U.S. Intelligence Agent tries to track down a mysterious package that is wanted by the Irish and the Russians.","['Robert De Niro', 'Jean Reno', 'Natascha McElhone', 'Stellan Skarsgård']",John Frankenheimer
1152,Battle Royale,(2000),7.6,"188,561",81        ,-,Not Rated,114 min,"Action, Adventure, Drama","
In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.","['Tatsuya Fujiwara', 'Aki Maeda', 'Tarô Yamamoto', 'Chiaki Kuriyama']",Kinji Fukasaku
1153,Melancholia,(2011),7.1,"188,439",81        ,$3.03M,R,135 min,"Drama, Sci-Fi","
Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.","['Kirsten Dunst', 'Charlotte Gainsbourg', 'Kiefer Sutherland', 'Alexander Skarsgård']",Lars von Trier
1154,Event Horizon,(1997),6.6,"188,434",35        ,$26.67M,R,96 min,"Horror, Sci-Fi, Thriller","
A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.","['Laurence Fishburne', 'Sam Neill', 'Kathleen Quinlan', 'Joely Richardson']",Paul W.S. Anderson
1155,K-PAX,(2001),7.4,"188,424",49        ,$50.34M,PG-13,120 min,"Drama, Mystery, Sci-Fi","
PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations.","['Kevin Spacey', 'Jeff Bridges', 'Mary McCormack', 'Alfre Woodard']",Iain Softley
1156,Layer Cake,(2004),7.3,"188,235",73        ,$2.34M,R,105 min,"Action, Crime, Drama","
A successful cocaine dealer gets two tough assignments from his boss on the eve of his planned early retirement.","['Daniel Craig', 'Sienna Miller', 'Michael Gambon', 'Tom Hardy']",Matthew Vaughn
